	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.sample	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.requires_grad	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall
109	9	35	35	0	0.011818075620108252	0.029340757758654263	0.020806786643141523	2698.0703627642465	0.011607299355366429	0.10030292830696737	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	24	True	64	basic	0.12036366401375925	True	0.4224292097363289	229.0	258.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.003344766990857123', 'type': 'l2'}]]							17.0	relu	17.0	[1, 2, 3, 4]	52.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2654.984000000001	3373	0	0	0					0.011672229998923226	0.03661031549477765	s3://suching-dev/ner-2003/test.txt	0.019942363112372585	2308.913347032335	0.011184862721434421	0.09189093484419264	s3://suching-dev/ner-2003/train.txt	0	8.208370844001763	0.5	2	reduce_on_plateau	75	1	2.171536674903608e-06	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	2654.984000000001	2096.0	24	0.0	3373	0	0	0					784.8563265713777	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	849.9600728352866	0.0	0.0
110	10	12	12	16	0.9877925314434796	0.9895837389509754	0.9438693932508126	46.21901953454111	0.943948830163272	0.9437899697071692	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	40	True	64	basic	0.2647404851551504	True	0.14143203694544745	204.0	360.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.4956610155242118', 'type': 'l2'}]]							26.0	relu	26.0	[1, 2, 3, 4, 5]	62.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2651.284	2069	0	0	0					0.977064714116507	0.9798858619575752	s3://suching-dev/ner-2003/test.txt	0.8969482529853546	83.46893211647317	0.8962347534028637	0.8976628895184136	s3://suching-dev/ner-2003/train.txt	0	6.990530889052232	0.5	2	reduce_on_plateau	75	1	0.0017892387386234574	adam	25	+f1-measure-overall	0.9984922969634764	0.9986838292710476	2651.284	3747.0000000000014	40	0.9918875758543096	2069	0	0	0					4.199280494993383	0.9925850166197904	0.9911911145155112	0	0.9875978349752736	0.9893501031891282	s3://suching-dev/ner-2003/dev.txt	0.9432850891955072	46.63128359177534	0.9432850891955572	0.9432850891955572
111	11	13	13	25	0.9725867372765858	0.97560453253378	0.8680807910081475	99.15022051568128	0.8718383975555932	0.864355435880175	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	49	True	64	basic	0.4333005159004155	True	0.3426655708522155	507.0	225.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.001788988431072361', 'type': 'l2'}]]							29.0	relu	29.0	[1, 2, 3, 4, 5]	35.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2705.208	2021	0	0	0					0.9647464197264994	0.9685581996338968	s3://suching-dev/ner-2003/test.txt	0.8384070796459677	104.80910703870985	0.8381104033970276	0.8387039660056658	s3://suching-dev/ner-2003/train.txt	0	5.0239967464047846	0.5	2	reduce_on_plateau	75	1	0.00010264880986061329	adam	25	+f1-measure-overall	0.961251540852859	0.9653277412447636	2705.208	4793.0	49	0.8049790750079979	2021	0	0	0					121.76339895075016	0.8120020782819536	0.7980765138942083	0	0.9725477979829446	0.97560453253378	s3://suching-dev/ner-2003/dev.txt	0.8679851250844666	98.99322006749172	0.8718166383701188	0.8641871423763042
112	12	2	2	12	0.9873641992134262	0.9891359370741016	0.9421960454353728	36.7564120386161	0.9421167760390377	0.9422753281723324	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	36	True	64	basic	0.4144832901105079	True	0.3345209031295176	119.0	166.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.001047105191416853', 'type': 'l2'}]]							44.0	relu	44.0	[1, 2, 3, 4]	29.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2651.384	1783	0	0	0					0.9777107785075912	0.9803811779907398	s3://suching-dev/ner-2003/test.txt	0.8998497303986066	66.32579088211061	0.8984995586937334	0.9012039660056658	s3://suching-dev/ner-2003/train.txt	0	7.145677470206772	0.5	2	reduce_on_plateau	75	1	0.002369775590750201	adam	25	+f1-measure-overall	0.9943473413842384	0.9950594486816192	2651.384	3086.0	36	0.971435874496723	1783	0	0	0					13.589460453120143	0.9724923234390992	0.9703817183709944	0	0.9871889723920408	0.9889607102527159	s3://suching-dev/ner-2003/dev.txt	0.9415130859210138	36.916480513180005	0.9415923245244908	0.9414338606529788
113	13	24	24	27	0.9853198862972624	0.9873447295666056	0.9313478041392736	49.56165721369725	0.9311911170928668	0.9315045439246044	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	51	True	64	basic	0.3112115215415379	True	0.2697892064809787	138.0	262.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.005208808929826896', 'type': 'l2'}]]							61.0	relu	61.0	[1, 2, 3, 4]	53.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.744	2195	0	0	0					0.974674275869495	0.9779692042640252	s3://suching-dev/ner-2003/test.txt	0.8887908208296059	74.1318272308067	0.8861316437873988	0.8914660056657224	s3://suching-dev/ner-2003/train.txt	0	5.940444576394451	0.5	2	reduce_on_plateau	75	1	0.0005693552013596379	adam	25	+f1-measure-overall	0.98731957902181	0.9888763929064291	2652.708	4905.0	51	0.9364235866572264	2195	0	0	0					36.656266247142455	0.9392499357821732	0.9336141963487808	0	0.985300416650442	0.9873057902729644	s3://suching-dev/ner-2003/dev.txt	0.9311012029948182	49.51886554792815	0.9308662741799832	0.9313362504207338
114	14	41	41	24	0.9826136053891984	0.9849110237140298	0.9179223840390104	49.92827410791436	0.9183089102240188	0.9175361831033322	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	48	True	64	basic	0.4443307069786224	True	0.4474330356520643	180.0	212.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.003920707282848776', 'type': 'l2'}]]							37.0	relu	37.0	[1, 2, 3]	54.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.788	1761	0	0	0					0.9682782383977604	0.9718315925487241	s3://suching-dev/ner-2003/test.txt	0.8611086552912595	91.05158156818813	0.8599682147271764	0.8622521246458924	s3://suching-dev/ner-2003/train.txt	0	5.661088552902019	0.5	2	reduce_on_plateau	75	1	0.02265722305828976	adam	25	+f1-measure-overall	0.9896867219000004	0.9916069560605242	2653.788	4416.0	48	0.9547925059146504	1761	0	0	0					18.30900291746313	0.9564437612093262	0.9531469424230818	0	0.9824967875082746	0.9847747361862856	s3://suching-dev/ner-2003/dev.txt	0.9171856589799195	49.983339188145656	0.9173400673400672	0.91703130259172
115	15	45	45	1	0.6661539659670573	0.6798216580351233	0.021925213996046092	2489.700900208716	0.019793926247288502	0.024570851565129587	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	25	True	64	basic	0.2371398474763153	True	0.1404691827045182	225.0	114.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0010134763298268413', 'type': 'l2'}]]							47.0	relu	47.0	[1, 2, 3, 4]	16.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.24	1873	0	0	0					0.6400344567675245	0.6586411112307526	s3://suching-dev/ner-2003/test.txt	0.02050818065289538	2137.324332908348	0.017859487852921862	0.024079320113314446	s3://suching-dev/ner-2003/train.txt	0	9.623286959036488	0.5	2	reduce_on_plateau	75	1	5.132808580168741e-06	adam	25	+f1-measure-overall	0.8327186292180079	0.8571218096365306	2652.24	2208.0	25	8.492208398750044e-05	1873	0	0	0					731.1375248302112	0.0192307692307692	4.255500234052513e-05	0	0.8324831587555002	0.8500058408940462	s3://suching-dev/ner-2003/dev.txt	0.0	785.3998849906174	0.0	0.0
116	16	52	52	18	0.9797905066002104	0.9825162571550952	0.9072426937737746	77.29117758133832	0.9133549377451816	0.9012117132278694	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	42	True	64	basic	0.09957462267825384	True	0.015289371928643991	322.0	365.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.00484521269294424', 'type': 'l2'}]]							18.0	relu	18.0	[1, 2, 3, 4, 5]	63.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.708	4651	0	0	0					0.9687735544309248	0.9721115537848606	s3://suching-dev/ner-2003/test.txt	0.8641997167138311	91.64750830332441	0.8641997167138811	0.8641997167138811	s3://suching-dev/ner-2003/train.txt	0	6.4226651293276165	0.5	2	reduce_on_plateau	75	1	0.000179407748771056	adam	25	+f1-measure-overall	0.9811758119250962	0.9834692885311436	2653.708	3848.0000000000014	42	0.9091025805622815	4651	0	0	0					62.172841930389396	0.9142672692059394	0.9039959147197754	0	0.9796736887192866	0.9823994392741716	s3://suching-dev/ner-2003/dev.txt	0.9066870073734564	76.88842367658428	0.9132661772238349	0.9002019522046449
117	17	34	34	24	0.9753708967719326	0.9779019508586114	0.8829431438126591	68.70115113725849	0.8773678963110668	0.8885897004375631	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	48	True	64	basic	0.3478165448133141	True	0.3813636469373655	325.0	126.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.10338915306500485', 'type': 'l2'}]]							32.0	relu	32.0	[1, 2, 3, 4]	19.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2690.908	1585	0	0	0					0.95731667922903	0.9607192850220738	s3://suching-dev/ner-2003/test.txt	0.8098063165241168	122.42619210702402	0.7982456140350878	0.8217067988668555	s3://suching-dev/ner-2003/train.txt	0	9.171747969785413	0.5	2	reduce_on_plateau	75	1	0.0100493672170567	adam	25	+f1-measure-overall	0.986887403558572	0.9890777473836196	2690.908	4623.0	48	0.9402011763702508	1585	0	0	0					24.75105797594244	0.9416862326574172	0.9387207966296438	0	0.9752540788910088	0.9777461936840466	s3://suching-dev/ner-2003/dev.txt	0.8821807843464673	69.0879611641753	0.8766827322586006	0.8877482329182094
118	18	26	26	40	0.9762859701725012	0.9790701296678478	0.8839278220729673	62.624703828026284	0.8816340197555668	0.8862335913833727	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	64	True	64	basic	0.15829172716230722	True	0.3649395819988864	375.0	134.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.8311891606824406', 'type': 'l2'}]]							61.0	relu	61.0	[1, 2, 3]	28.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2703.6040000000007	2115	0	0	0					0.9613222784537524	0.964811026165608	s3://suching-dev/ner-2003/test.txt	0.8252315835905984	99.48619591748272	0.8224019694039036	0.8280807365439093	s3://suching-dev/ner-2003/train.txt	0	9.424874702447422	0.5	2	reduce_on_plateau	75	1	0.02989910653608583	adam	25	+f1-measure-overall	0.985507388727096	0.9879678422166672	2703.6040000000007	6251.0	64	0.9365674823087572	2115	0	0	0					25.914953604611483	0.9382072853055472	0.9349334014213372	0	0.9762665005256804	0.9790117207273861	s3://suching-dev/ner-2003/dev.txt	0.8836858006041797	62.67237861483704	0.8813190492132574	0.8860652978795018
119	19	46	46	71	0.8714808613371754	0.8879911218410498	0.35228307532193714	505.55099203072336	0.7759312320916906	0.2278694042409963	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	74	True	64	basic	0.4619899338308471	True	0.3999756840235422	416.0	134.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0012173669119015466', 'type': 'l2'}]]							16.0	relu	16.0	[1, 2, 3]	28.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2679.8	1305	0	0	0					0.866673845159901	0.8884677506191451	s3://suching-dev/ner-2003/test.txt	0.35003977724737684	437.4726548371492	0.6969376979936642	0.23371104815864024	s3://suching-dev/ner-2003/train.txt	0	7.375632637069312	0.5	2	reduce_on_plateau	75	1	2.17498498793379e-05	adam	25	+f1-measure-overall	0.8563065695581497	0.8780724974339582	2679.8	6796.0	74	0.2550036091606707	1305	0	0	0					528.7808456420898	0.556813297033959	0.16536873909528066	0	0.8714808613371754	0.8879911218410498	s3://suching-dev/ner-2003/dev.txt	0.35228307532193714	505.5000744987937	0.7759312320916906	0.2278694042409963
120	20	36	36	5	0.8024025544176628	0.8199252365562089	0.07714939522715278	1230.4743646359912	0.10942812982998454	0.05957590037024571	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	29	True	64	basic	0.313952938351484	True	0.3425345288105274	375.0	98.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.040427566575972684', 'type': 'l2'}]]							53.0	relu	53.0	[1, 2, 3]	16.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2675.5640000000008	2055	0	0	0					0.7960805426940885	0.821018628189943	s3://suching-dev/ner-2003/test.txt	0.11138067931181893	1053.1081503408927	0.1476608187134503	0.08941218130311615	s3://suching-dev/ner-2003/train.txt	0	8.65789200877815	0.5	2	reduce_on_plateau	75	1	0.09376877577067674	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	2675.5640000000008	2698.0	29	0.0	2055	0	0	0					524.4259123368697	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	566.0963864793964	0.0	0.0
121	21	18	18	27	0.9835092091429462	0.985748218527316	0.9223513559036052	60.7336862601486	0.923128792987188	0.9215752271962302	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	51	True	64	basic	0.2835794347564689	True	0.13761042080773167	162.0	137.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.018319881818136784', 'type': 'l2'}]]							49.0	relu	49.0	[1, 2, 3]	29.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.28	1673	0	0	0					0.96980725745666	0.972972972972973	s3://suching-dev/ner-2003/test.txt	0.8590378493101728	112.56403100049054	0.8581272084805653	0.8599504249291785	s3://suching-dev/ner-2003/train.txt	0	5.207263905796101	0.5	2	reduce_on_plateau	75	1	0.02415069672690616	adam	25	+f1-measure-overall	0.9980994101787144	0.9983989863520952	2652.28	4401.0	51	0.9909729614647148	1673	0	0	0					3.958649548617277	0.9915640577734224	0.9903825694710412	0	0.9834118609088432	0.9856703399400336	s3://suching-dev/ner-2003/dev.txt	0.9216132019869838	60.7480161704269	0.9221566975568659	0.9210703466846178
122	22	49	49	50	0.9009773762703944	0.9161831704372884	0.5519114267808177	391.63980745801734	0.7274229074889867	0.44463143722652304	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	74	True	64	basic	0.3386122505044086	True	0.4856866028692828	107.0	230.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2585545588465298', 'type': 'l2'}]]							22.0	relu	22.0	[1, 2, 3]	60.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.84	1663	0	0	0					0.8961128459136427	0.9163131258748788	s3://suching-dev/ner-2003/test.txt	0.5338385433111823	338.63594931143297	0.6581884246042046	0.4490084985835694	s3://suching-dev/ner-2003/train.txt	0	5.567439741300189	0.5	2	reduce_on_plateau	75	1	4.403795690357844e-05	adam	25	+f1-measure-overall	0.8894367476831957	0.9091596642782424	2652.84	6160.0	74	0.4725291589931994	1663	0	0	0					401.4621369795366	0.5922292748605501	0.3930805566194306	0	0.9009384369767532	0.9161442311436472	s3://suching-dev/ner-2003/dev.txt	0.5517025276790839	391.4543762207031	0.7271475770925111	0.4444631437226523
123	23	15	15	15	0.9801409602429813	0.9828083018574044	0.9071501186038132	72.7384141286214	0.9133401569430228	0.9010434197239988	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	39	True	64	basic	0.007961767912262552	True	0.19143556009305013	473.0	185.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.024903416034117543', 'type': 'l2'}]]							16.0	relu	16.0	[1, 2, 3, 4, 5]	27.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2692.184	1531	0	0	0					0.9688166253903304	0.9724345859804028	s3://suching-dev/ner-2003/test.txt	0.8631448324764613	95.54420919771549	0.8642172523961661	0.8620750708215298	s3://suching-dev/ner-2003/train.txt	0	9.341892465978471	0.5	2	reduce_on_plateau	75	1	0.00015536955839754032	adam	25	+f1-measure-overall	0.98690704789781	0.9884245731039528	2692.184	3660.0000000000014	39	0.9329088500490932	1531	0	0	0					44.61739693988453	0.9368321675320774	0.929018256096004	0	0.9802772477707254	0.9829056500915072	s3://suching-dev/ner-2003/dev.txt	0.9068270370997298	72.97513327879064	0.9128581173260572	0.900875126220128
124	24	7	7	12	0.9862738989914724	0.9880845761457888	0.9363743477528536	53.586987738515816	0.9365319865319864	0.9362167620329856	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	36	True	64	basic	0.13402237743272938	True	0.2967248842726469	169.0	340.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0014538950458381843', 'type': 'l2'}]]							46.0	relu	46.0	[1, 2, 3, 4, 5]	58.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.344	2265	0	0	0					0.9765909335630452	0.9796920426402498	s3://suching-dev/ner-2003/test.txt	0.8965821778680063	89.26733954747515	0.8944493392070485	0.8987252124645893	s3://suching-dev/ner-2003/train.txt	0	6.207619672244705	0.5	2	reduce_on_plateau	75	1	0.0011013643058534132	adam	25	+f1-measure-overall	0.998453008285	0.9986690960166192	2652.344	3307.0	36	0.9920180498498892	2265	0	0	0					4.56688907254826	0.992377139936973	0.991659219541257	0	0.9858260971145985	0.9876367742689148	s3://suching-dev/ner-2003/dev.txt	0.9342758562652028	57.727382996503046	0.9343544857768052	0.9341972399865364
125	25	37	37	10	0.8638876990771387	0.8721622989758966	0.2790194664743643	278.2880832447725	0.4878151260504202	0.19538875799394145	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	34	True	64	basic	0.18347720619413505	True	0.1872307118234848	89.0	190.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.12974273276417034', 'type': 'l2'}]]							24.0	relu	24.0	[1, 2, 3, 4, 5]	28.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2650.792	1495	0	0	0					0.8470765586303435	0.8582534725961021	s3://suching-dev/ner-2003/test.txt	0.2533779595884047	251.25626316776984	0.4224886316659777	0.1809490084985836	s3://suching-dev/ner-2003/train.txt	0	7.59747253335599	0.5	2	reduce_on_plateau	75	1	0.07946035487676871	adam	25	+f1-measure-overall	0.8455856714189597	0.8596755737374828	2650.788	3374.0	34	0.2181028240405068	1495	0	0	0					281.01192429282446	0.34146562670052605	0.1602195838120771	0	0.8642186830730891	0.8752385031735525	s3://suching-dev/ner-2003/dev.txt	0.2779564130046031	274.906115363626	0.4753564154786151	0.196398519017166
126	26	43	43	28	0.9502355827265292	0.9549277676102956	0.7477577517723938	179.98812451082117	0.7592367736339982	0.7366206664422753	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	52	True	64	basic	0.2986289018780718	True	0.11250570034125612	470.0	197.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0035200139261267792', 'type': 'l2'}]]							56.0	relu	56.0	[1, 2, 3]	49.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2719.728	2505	0	0	0					0.9476903198018736	0.9527942284914396	s3://suching-dev/ner-2003/test.txt	0.7412751375236222	161.6240692138672	0.7553758500275685	0.7276912181303116	s3://suching-dev/ner-2003/train.txt	0	9.158817323622536	0.5	2	reduce_on_plateau	75	1	4.063976727771199e-05	adam	25	+f1-measure-overall	0.9385672401176696	0.9447404737232408	2719.728	5312.0	52	0.6952940917398369	2505	0	0	0					197.50106776844368	0.7204728002920774	0.6718158219498702	0	0.9502939916669912	0.954908297963475	s3://suching-dev/ner-2003/dev.txt	0.7476954592010425	179.50742160572725	0.7585729130585382	0.7371255469538875
127	27	30	30	22	0.8769518320937658	0.8849927962306764	0.4031345232911995	263.3569756302179	0.4176438751578568	0.3895994614607876	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	46	True	64	basic	0.17185482874587332	True	0.08886042957908585	242.0	246.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.026185178228412438', 'type': 'l2'}]]							51.0	relu	51.0	[1, 2, 3, 4]	49.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2663.9120000000007	2093	0	0	0					0.8573274469688812	0.8694303865618607	s3://suching-dev/ner-2003/test.txt	0.3714783885472566	239.70770263671875	0.38559725662030864	0.35835694050991496	s3://suching-dev/ner-2003/train.txt	0	6.989931479352027	0.5	2	reduce_on_plateau	75	1	0.038518642569187016	adam	25	+f1-measure-overall	0.8555158849038164	0.8679065518782444	2663.9120000000007	4353.0	46	0.2947469586989578	2093	0	0	0					251.46879889748314	0.3632793017456359	0.24796799863823998	0	0.8695338966551147	0.8781005412561816	s3://suching-dev/ner-2003/dev.txt	0.33671925653766743	262.8376850801356	0.4704106280193237	0.2622012790306294
128	28	27	27	30	0.9771036953389666	0.9798099762470308	0.8908599425578145	61.975484474032534	0.8943351424694709	0.8874116459104678	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	54	True	64	basic	0.2105691630353846	True	0.09816475847598473	483.0	197.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.022884152020645417', 'type': 'l2'}]]							26.0	relu	26.0	[1, 2, 3]	49.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2663.5559999999996	1583	0	0	0					0.958996446645849	0.9621836976418652	s3://suching-dev/ner-2003/test.txt	0.8116353316778501	100.78727386615894	0.8130774697938877	0.8101983002832861	s3://suching-dev/ner-2003/train.txt	0	6.569755631244129	0.5	2	reduce_on_plateau	75	1	0.06403433677203442	adam	25	+f1-measure-overall	0.9902760520771432	0.9920145760997148	2663.5559999999996	4738.0	54	0.9564754255522628	1583	0	0	0					17.638734529235148	0.957679180887372	0.955274692540108	0	0.9769479381644016	0.9796542190724659	s3://suching-dev/ner-2003/dev.txt	0.8906725245014708	61.97968658746458	0.8942992874109263	0.8870750589027263
129	29	38	38	18	0.9875978349752736	0.9892916942486664	0.9419680403700088	41.99834930195528	0.9414929388029588	0.9424436216762032	BIOUL	10000	ner		3.0	characters	True	single_id	conll2003	glove	42	True	64	basic	0.32606080987594865	True	0.4368397031843537	293.0	194.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.012579202760257995', 'type': 'l2'}]]							43.0	relu	43.0	[1, 2, 3]	48.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2654.82	1671	0	0	0					0.9771077850759126	0.9797351135996556	s3://suching-dev/ner-2003/test.txt	0.8982406506939646	75.93746769869769	0.8970510330213668	0.8994334277620396	s3://suching-dev/ner-2003/train.txt	0	9.229624590881057	0.5	2	reduce_on_plateau	75	1	0.0012364903395921745	adam	25	+f1-measure-overall	0.9957961114030478	0.9963559750713336	2654.82	3869.0000000000014	42	0.978169659020673	1671	0	0	0					11.405985875563188	0.9791080412722776	0.9772330737478192	0	0.9875199563879912	0.9892332853082044	s3://suching-dev/ner-2003/dev.txt	0.9415229280605308	41.89830187255261	0.9414437152953054	0.9416021541568496
