	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.attention_similarity.type	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.ignore_edges	model.initializer	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample
50	11	0.678680981595092	0.6137786140529121	500	500	True	single_id	[]	entailment_tuple	30	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	141	edges	['tanh', 'tanh', 'linear']	['0.1530987600526429', '0.1530987600526429', '0.0']	[136, 136, 2]	1973	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.4314469588812772', '0.4314469588812772', '0.4314469588812772', '0']	[238, 238, 238, 2]	1128	4	True	458	282	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	282	False	embedding	tree_attention	False	3261.912	4605	7953	4587	6905	4799	4987	4115	3149	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.494580478050775	0.5	exponential	140	0.004510095414068394	adam	20	+accuracy	0.7220502819349641	3261.912	2839.0	30	4605	5785	4587	6905	4799	4987	2105	2581	0.5465719957674964	0	0.6733128834355828	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6098657021435295	10000
51	14	0.6901840490797546	0.5809546209326605	500	500	True	single_id	[]	entailment_tuple	33	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	215	edges	['tanh', 'linear']	['0.009001345904912417', '0.0']	[442, 2]	843	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.47794047945229035', '0.47794047945229035', '0']	[401, 401, 2]	536	3	False	314	134	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	134	False	embedding	tree_attention	False	3196.9	5713	7953	7535	5669	4127	4019	4787	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.323622645343806	0.5	exponential	140	2.3408023066731146e-05	adam	20	+accuracy	0.7435451731886209	3196.9	2403.0	33	4271	7953	4585	5669	4127	3291	4787	3083	0.5121993350982667	0	0.6863496932515337	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5804738958434361	10000
52	6	0.7515337423312883	0.5417729243636131	500	500	True	single_id	[]	entailment_tuple	25	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	176	edges	['relu', 'relu', 'linear']	['0.17379558186449573', '0.17379558186449573', '0.0']	[293, 293, 2]	1808	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.3359155420106892', '0.3359155420106892', '0']	[490, 490, 2]	440	3	True	408	110	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	110	False	embedding	tree_attention	False	3225.848	5713	7953	7535	5669	4127	2437	4203	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.901106937299229	0.5	exponential	140	0.00017752383691901604	adam	20	+accuracy	0.8309238139653199	3225.848	2022.0000000000002	25	4271	7953	3953	5669	4127	2437	117	3083	0.36751675744430495	0	0.7415644171779141	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.544582250096449	10000
53	3	0.7461656441717791	0.5260680457804261	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	259	edges	['relu', 'relu', 'linear']	['0.20145602254054135', '0.20145602254054135', '0.0']	[126, 126, 2]	2107	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.4443667010250996', '0.4443667010250996', '0']	[480, 480, 2]	1116	3	True	462	279	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	279	False	embedding	tree_attention	False	3266.592	3929	8089	6739	5861	2285	2987	7383	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.031081252949814	0.5	exponential	140	0.00019666396594784333	adam	20	+accuracy	0.8555560266248358	3266.592	2077.0	22	3929	8089	6739	5861	1079	2715	2997	3287	0.3170748585042686	0	0.7308282208588958	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6054727257024951	10000
54	0	0.7016871165644172	0.5895552537063273	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	146	edges	['relu', 'relu', 'relu', 'linear']	['0.460583619448108', '0.460583619448108', '0.460583619448108', '0.0']	[483, 483, 483, 2]	676	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.4361481479885658', '0.4361481479885658', '0.4361481479885658', '0']	[139, 139, 139, 2]	700	4	False	265	175	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	175	False	embedding	tree_attention	False	3192.836	3603	8089	6739	5861	5353	7461	4239	6457	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.9566252408492275	0.5	exponential	140	2.848006846732672e-05	adam	20	+accuracy	0.7533810997583414	3192.836	1329.0	19	3603	8089	6739	5861	5353	3933	4239	6457	0.4949887682699551	0	0.6993865030674846	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5725941390889447	10000
55	0	0.5038343558282209	0.6995019425706166	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	257	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.20096838829134012', '0.20096838829134012', '0.20096838829134012', '0.0']	[138, 138, 138, 2]	2061	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.29780992084902536', '0.29780992084902536', '0.29780992084902536', '0']	[364, 364, 364, 2]	748	4	True	451	187	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	187	False	embedding	tree_attention	False	3257.212	4605	7953	4587	6295	2589	6425	4997	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.515304970132867	0.5	exponential	140	0.09734726579510054	adam	20	+accuracy	0.6353923771569084	3257.212	1825.0	19	4605	7953	4587	6295	2589	6425	4997	3271	0.6566249294402235	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7334606145940176	10000
56	17	0.7223926380368099	0.585429663792616	500	500	True	single_id	[]	entailment_tuple	36	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	122	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.0227095302887263', '0.0227095302887263', '0.0227095302887263', '0.0']	[320, 320, 320, 2]	1306	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.07326767583841248', '0.07326767583841248', '0']	[200, 200, 2]	1120	3	True	296	280	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	280	False	embedding	tree_attention	False	3195.848	7825	7417	7709	6303	7769	3437	6651	7050	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.780431395365154	0.5	exponential	140	5.999949601587009e-05	adam	20	+accuracy	0.8157035655233815	3195.848	2611.0	36	7825	7417	6545	6303	7769	10	6651	3145	0.401833798735071	0	0.7154907975460123	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5863312005814982	10000
57	22	0.7285276073619632	0.5508309555489842	500	500	True	single_id	[]	entailment_tuple	41	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	255	edges	['relu', 'relu', 'linear']	['0.12517556070901215', '0.12517556070901215', '0.0']	[113, 113, 2]	1411	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.08409566582161748', '0.08409566582161748', '0.08409566582161748', '0']	[505, 505, 505, 2]	312	4	True	289	78	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	78	False	embedding	tree_attention	False	3199.44	5953	7693	4587	7721	5695	6407	2701	5673	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.867560894370596	0.5	exponential	140	6.675602306626158e-05	adam	20	+accuracy	0.7778861237122143	3199.44	3216.0	41	5953	7407	4587	7721	5371	3997	2701	5673	0.45494091692617383	0	0.7262269938650306	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.553121656542871	10000
58	25	0.6234662576687117	0.6226544892642556	500	500	True	single_id	[]	entailment_tuple	44	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	79	edges	['tanh', 'tanh', 'linear']	['0.03115367186998952', '0.03115367186998952', '0.0']	[207, 207, 2]	509	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.08250491301121005', '0']	[478, 2]	956	2	False	215	239	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	239	False	embedding	tree_attention	False	3192.38	8055	8117	8019	4473	4893	6237	3759	5571	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.220607210441875	0.5	exponential	140	6.302534936491968e-06	adam	20	+accuracy	0.7046254292618815	3192.38	3134.0	44	3927	6689	7395	4473	4893	6237	3759	5571	0.5592360473638874	0	0.6173312883435583	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6226958497995283	10000
59	14	0.6357361963190185	0.629263472084592	500	500	True	single_id	[]	entailment_tuple	33	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	66	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.2911849221054842', '0.2911849221054842', '0.2911849221054842', '0.0']	[384, 384, 384, 2]	646	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.21570676253811544', '0']	[367, 2]	824	2	True	145	206	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	206	False	embedding	tree_attention	False	3194.76	7491	8089	6739	5861	6025	7461	4861	6457	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.62293882165875	0.5	exponential	140	5.625989438284529e-06	adam	20	+accuracy	0.6990291262135923	3194.76	2823.0	33	3603	8089	6739	5861	6025	3933	10	6457	0.562993994779506	0	0.6334355828220859	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6293174813433391	10000
60	16	0.7039877300613497	0.59112842562722	500	500	True	single_id	[]	entailment_tuple	35	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	263	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.3137191660159377', '0.3137191660159377', '0.3137191660159377', '0.0']	[240, 240, 240, 2]	1037	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.1903620258211901', '0']	[368, 2]	388	2	False	387	97	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	97	False	embedding	tree_attention	False	3214.296	7638	7417	5295	6303	4181	3709	5579	4016	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.9231215208905255	0.5	exponential	140	3.891773966217845e-05	adam	20	+accuracy	0.7552465341077712	3214.296	2620.0	35	5039	7417	5295	6303	4181	2373	4563	2763	0.48933456932084035	0	0.6978527607361963	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5909542775735622	10000
61	35	0.7392638036809815	0.5360738787709213	500	500	True	single_id	[]	entailment_tuple	54	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	240	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.2926442844595183', '0.2926442844595183', '0.2926442844595183', '0.0']	[252, 252, 252, 2]	624	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.3362379857377464', '0.3362379857377464', '0.3362379857377464', '0']	[498, 498, 498, 2]	832	4	False	192	208	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	208	False	embedding	tree_attention	False	3194.208	5713	7953	7535	5669	4127	5593	7599	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.219620628171345	0.5	exponential	140	0.00011158539057290332	adam	20	+accuracy	0.8059100351888753	3194.208	3934.0000000000005	54	4271	7953	4587	5669	4127	5593	7599	2685	0.4121120735630393	0	0.7285276073619632	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5433458876682491	10000
62	11	0.6549079754601227	0.6123081732813905	500	500	True	single_id	[]	entailment_tuple	30	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	132	edges	['tanh', 'linear']	['0.17157617170319928', '0.0']	[170, 2]	810	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.34527793494522596', '0.34527793494522596', '0.34527793494522596', '0']	[92, 92, 92, 2]	896	4	False	339	224	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	224	False	embedding	tree_attention	False	3196.732	4605	7953	4587	6905	5695	4987	2105	3957	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.354142313297301	0.5	exponential	140	6.25261826327642e-06	adam	20	+accuracy	0.7042014669097384	3196.732	2226.0	30	4605	5719	4587	6905	4799	2887	1687	3957	0.5634338989399247	0	0.647239263803681	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6123298828194781	10000
63	1	0.7361963190184049	0.5391956456914181	500	500	True	single_id	[]	entailment_tuple	20	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	95	edges	['relu', 'relu', 'relu', 'linear']	['0.4805723970785553', '0.4805723970785553', '0.4805723970785553', '0.0']	[360, 360, 360, 2]	579	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.20985465198652314', '0.20985465198652314', '0']	[129, 129, 2]	672	3	False	242	168	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	168	False	embedding	tree_attention	False	3192.5	3929	7415	6739	5861	4013	6769	4121	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.95824836163799	0.5	exponential	140	7.41811708783818e-05	adam	20	+accuracy	0.7791580107686438	3192.5	1440.0	20	3929	7415	6739	5861	1801	6769	4121	4363	0.45372775029075346	0	0.7262269938650306	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5361767260403167	10000
64	7	0.7338957055214724	0.5462800722296645	500	500	True	single_id	[]	entailment_tuple	26	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	160	edges	['relu', 'relu', 'linear']	['0.3760274529765664', '0.3760274529765664', '0.0']	[82, 82, 2]	398	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.30418004375542845', '0.30418004375542845', '0']	[322, 322, 2]	1176	3	False	119	294	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	294	False	embedding	tree_attention	False	3190.284	4543	8089	6739	5861	6751	6451	5905	5799	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.8350684122068674	0.5	exponential	140	6.984115379145082e-05	adam	20	+accuracy	0.7881884088692924	3190.284	1762.0	26	4543	8089	6739	5861	6751	6451	5905	5091	0.44426194955736903	0	0.7246932515337423	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5500895619028952	10000
65	3	0.7523006134969326	0.5618250473606877	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	207	edges	['tanh', 'linear']	['0.11377768404946981', '0.0']	[341, 2]	1319	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.11556208618725122', '0']	[389, 2]	800	2	True	278	200	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	200	False	embedding	tree_attention	False	3208.108	7103	7751	8037	7231	4771	5919	4629	6525	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.834896660705716	0.5	exponential	140	0.0006486891230070096	adam	20	+accuracy	0.9241955314368084	3208.108	1844.0000000000002	22	6273	915	7835	7231	1703	5919	4629	6525	0.18908461577389232	0	0.7308282208588958	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7618085604342746	10000
66	3	0.7315950920245399	0.5509570021091438	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	294	edges	['relu', 'relu', 'relu', 'linear']	['0.4523916562855361', '0.4523916562855361', '0.4523916562855361', '0.0']	[380, 380, 380, 2]	1088	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.24311090259708718', '0.24311090259708718', '0']	[154, 154, 2]	888	3	False	397	222	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	222	False	embedding	tree_attention	False	3198.688	4543	8089	6739	5861	6751	6451	5905	5799	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.939577561608087	0.5	exponential	140	4.310109106173117e-05	adam	20	+accuracy	0.7763598592444991	3198.688	1624.0	22	4543	8089	6739	5861	4527	6451	4451	5799	0.46054930077013323	0	0.7208588957055214	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5628365156490628	10000
67	27	0.6840490797546013	0.590807467335608	500	500	True	single_id	[]	entailment_tuple	46	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	165	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.3246966301591734', '0.3246966301591734', '0.3246966301591734', '0.0']	[215, 215, 215, 2]	537	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.3506144215525189', '0.3506144215525189', '0']	[153, 153, 2]	872	3	True	93	218	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	218	False	embedding	tree_attention	False	3190.496	8055	7525	8019	4473	4893	6237	3759	5571	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.89848704752898	0.5	exponential	140	2.5475134890749828e-05	adam	20	+accuracy	0.7630898376224191	3190.496	3631.0	46	3927	6689	7395	4473	4893	6237	3759	5571	0.48796695887032204	0	0.6763803680981595	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5907714612236837	10000
68	10	0.7154907975460123	0.5613001599544432	500	500	True	single_id	[]	entailment_tuple	29	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	259	edges	['relu', 'linear']	['0.30806607085996424', '0.0']	[261, 2]	2051	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.1839913089185532', '0.1839913089185532', '0']	[429, 429, 2]	832	3	True	448	208	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	208	False	embedding	tree_attention	False	3207.292	4271	7953	4587	5669	4127	5593	7599	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.2385663201952735	0.5	exponential	140	2.5623093245732796e-05	adam	20	+accuracy	0.7896722771017933	3207.292	2057.0	29	4271	7953	4587	5669	4127	5593	7599	2685	0.44870669616481007	0	0.7101226993865031	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5622028085153278	10000
69	1	0.49616564417177916	1.0747095012083285	500	500	True	single_id	[]	entailment_tuple	20	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	297	edges	['relu', 'relu', 'relu', 'linear']	['0.402453526276826', '0.402453526276826', '0.402453526276826', '0.0']	[156, 156, 156, 2]	427	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.2436625156605864', '0.2436625156605864', '0.2436625156605864', '0']	[315, 315, 315, 2]	384	4	False	65	96	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	96	False	embedding	tree_attention	False	3188.704	3929	7901	6739	4473	4013	6769	6093	2981	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.66783052240414	0.5	exponential	140	0.06583567461226811	adam	20	+accuracy	0.6353923771569084	3188.7	1545.0	20	3929	6187	6739	4473	4013	6769	4121	2981	0.656520200260615	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7314536186253152	10000
