	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
191	191	1	0.3742052679382379	1.5854801654815671	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.168	1011	561	997	561	561	561	677	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0186	adam	5	+accuracy	0.9716760299625468	2539.144	352.0	5	661	219	561	561	561	561	561	561	0.16083862663208326	0	0.3605812897366031	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0315885305404664
192	192	1	0.4178019981834696	1.3485694442476546	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		maxpool		True		249.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.536	561	817	561	561	697	635	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0045	adam	5	+accuracy	0.9703885767790262	2548.516	42.0	5	561	419	561	561	697	635	561	691	0.09149354169221964	0	0.36693914623069934	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4571297509329666
193	193	0	0.4250681198910082	1.3131659235273088	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1		maxpool		True		446.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2580.976	693	561	561	629	587	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0081	adam	5	+accuracy	0.8264279026217228	2580.964	61.00000000000001	4	693	561	561	585	587	901	1149	493	0.4333902279870787	0	0.41053587647593104	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3855294244629994
194	194	5	0.329700272479564	2.170544665200369	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1		final_state		True		423.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2556.388	561	817	561	561	697	635	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0682	adam	5	+accuracy	0.2535112359550562	2556.384	76.0	9	561	347	561	561	697	571	561	691	11.038525186674423	0	0.2361489554950045	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.503266130174909
195	195	5	0.2388737511353315	6656.971929931639	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7]	325.0		424.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.544	657	687	779	561	717	661	621	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0777	adam	5	+accuracy	0.2830056179775281	2548.544	62.00000000000001	9	657	687	561	561	561	661	571	687	1082.3406019465308	0	0.17983651226158034	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	18923.688559395927
196	196	5	0.2688465031789282	1.9304190022604808	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1		maxpool		True		207.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2553.768	561	659	561	561	643	701	561	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0548	adam	5	+accuracy	0.2483614232209738	2553.692	86.0	9	561	659	561	561	561	701	561	585	1.7767046163144629	0	0.2089009990917348	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6938518660409108
197	197	10	0.2688465031789282	80781.14627336775	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	317.0		479.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2551.26	669	561	675	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0934	adam	5	+accuracy	0.3127340823970037	2551.26	78.0	14	669	561	569	561	561	561	561	561	2696.3769049796274	0	0.23524069028156225	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	137828.34214041574
198	198	2	0.29518619436875565	2.048684208733695	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		maxpool		True		157.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.908	561	607	561	561	561	561	571	651	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0739	adam	5	+accuracy	0.30816947565543074	2548.8920000000007	48.0	6	561	607	561	561	561	561	561	651	2.843700478585918	0	0.2615803814713896	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.6504454885210307
199	199	2	0.3651226158038147	1.7820678063801356	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear					bag_of_word_counts	classifier	2580.472	661	561	1073	561	561	561	677	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0228	adam	5	+accuracy	0.8473782771535581	2580.472	397.0	6	661	561	561	561	561	561	561	561	0.4021960492437697	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2033554417746406
200	200	0	0.3832879200726612	1.461045399733952	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.24	561	561	561	561	561	569	561	669	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0725	adam	5	+accuracy	0.9410112359550562	2544.24	14.0	4	561	561	561	561	10	569	561	669	0.19182999513010854	0	0.3433242506811989	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.148308215822492
201	201	4	0.4296094459582198	1.3024500097547258	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.476	561	561	561	665	561	707	561	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0021	adam	5	+accuracy	0.7425093632958801	2543.468	25.0	8	561	561	561	561	561	707	561	571	0.7421349097280466	0	0.3996366939146231	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3724619218281338
202	202	3	0.26430517711171664	1.792995810508728	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3		final_state		True		497.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2579.764	1159	997	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0202	adam	5	+accuracy	0.2379447565543071	2579.688	95.0	7	1159	997	561	561	561	561	561	561	1.9187404176269127	0	0.2188919164396004	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6621076243264334
203	203	0	0.4114441416893733	1.30617584500994	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.968	569	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0159	adam	5	+accuracy	0.9770599250936328	2543.968	14.0	4	569	561	561	561	561	561	561	561	0.08771516223636906	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8902600015912743
204	204	3	0.2724795640326976	29.11481486729213	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	332.0		254.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2551.204	561	817	561	561	697	1101	561	669	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.025	adam	5	+accuracy	0.3201076779026217	2551.188	46.0	7	561	817	561	561	677	635	561	669	18.43307908465353	0	0.26975476839237056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	119.1079563345228
205	205	2	0.36239782016348776	2.618009260722569	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.16	561	561	561	561	561	561	561	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0883	adam	5	+accuracy	0.9303604868913856	2546.16	21.0	6	561	561	561	561	561	561	561	571	0.25272793635335306	0	0.3224341507720254	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.8344066619873045
206	206	0	0.3978201634877384	1.3429637466158186	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.536	561	561	561	561	609	561	655	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0455	adam	5	+accuracy	0.9421816479400748	2546.532	14.0	4	561	561	561	561	609	561	555	571	0.1859687358726946	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4206232002803256
207	207	1	0.4123524069028156	1.3286947914532252	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.94	561	571	561	561	561	561	561	637	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0094	adam	5	+accuracy	0.9399578651685392	2543.928	18.0	5	561	571	561	561	561	561	561	637	0.20874671135725606	0	0.3678474114441417	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3091014555522373
208	208	2	0.25522252497729336	381.16268637520926	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	232.0		70.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.484	561	561	619	583	561	583	721	629	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0614	adam	5	+accuracy	0.26264044943820225	2548.484	42.0	6	561	561	619	417	561	583	721	629	584.8829399356234	0	0.18710263396911891	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1068.771894291469
209	209	1	0.368755676657584	1.4141186101096015	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		attention		True		145.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.864	561	561	681	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0361	adam	5	+accuracy	0.5021067415730337	2549.8520000000008	50.0	5	561	561	681	561	561	561	561	561	1.1304362494400824	0	0.3605812897366031	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.596367805344718
210	210	2	0.3805631244323343	2.4057518550327845	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2583.16	561	561	561	691	561	571	775	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0836	adam	5	+accuracy	0.9477996254681648	2583.16	23.0	6	561	561	561	467	561	571	0	601	0.1931633795524358	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.764218691417147
211	211	0	0.37693006357856496	1.4189040524618963	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.808	561	721	571	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0638	adam	5	+accuracy	0.9035580524344572	2544.804	14.0	4	561	721	571	561	561	561	561	561	0.30761009811908563	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.472299773352487
212	212	11	0.25703905540417804	17152.25105067662	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	456.0		180.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.148	721	561	703	699	571	561	671	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0545	adam	5	+accuracy	0.33321629213483145	2550.148	90.0	15	721	561	703	699	561	561	671	561	769.3678924992737	0	0.22252497729336967	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	33331.64802943639
213	213	6	0.2652134423251589	1004.0918330601284	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.4					50.0			[1, 2, 3, 4, 5]	424.0		300.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2551.168	657	691	779	569	717	703	615	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0447	adam	5	+accuracy	0.2910814606741573	2551.168	74.0	10	657	691	779	377	717	703	615	687	839.3785198033972	0	0.2161671207992734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	9875.212894875664
214	214	6	0.3033605812897366	1.600585297175816	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3		maxpool		True		182.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2552.276	627	561	561	737	561	893	631	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0421	adam	5	+accuracy	0.2571395131086142	2552.276	98.0	10	10	561	451	723	561	893	623	749	1.7354739551687062	0	0.21707538601271573	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6402125086103168
215	215	3	0.3732970027247957	2.3058137961796352	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear					bag_of_word_counts	classifier	2540.7960000000007	721	561	761	699	613	561	669	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0367	adam	5	+accuracy	0.8318117977528091	2540.7960000000007	370.0	7	721	561	703	571	561	561	669	561	0.4507842791381846	0	0.3478655767484105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8177633217402867
216	216	0	0.3823796548592189	1.7266929660524641	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear					bag_of_word_counts	classifier	2543.724	561	561	681	561	561	561	561	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0352	adam	5	+accuracy	0.9289559925093632	2543.72	260.0	4	561	561	645	561	549	561	10	561	0.22194135882490584	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3848594835826327
217	217	1	0.3587647593097185	2.159308654921396	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2												linear					bag_of_word_counts	classifier	2539.976	693	571	561	679	743	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0439	adam	5	+accuracy	0.8725421348314607	2539.964	183.0	5	693	561	561	585	587	901	1149	625	0.3444950268063206	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8866137538637435
218	218	1	0.4114441416893733	1.3771283047539846	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4		attention		True		119.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.548	669	715	675	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0228	adam	5	+accuracy	0.7577247191011236	2549.548	54.0	5	667	561	675	561	561	561	561	561	0.6248957319429305	0	0.3633060853769301	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9777730771473483
219	219	1	0.3742052679382379	1.7281668390546523	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.568	561	561	753	631	571	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0717	adam	5	+accuracy	0.9267322097378276	2543.564	20.0	5	561	561	753	631	571	561	561	561	0.2416729209072581	0	0.3378746594005449	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.745350735528128
220	220	0	0.40962761126248864	1.331880475793566	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.464	561	571	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0394	adam	5	+accuracy	0.93188202247191	2543.464	14.0	4	561	571	561	561	561	561	561	561	0.21905855883317493	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1063200201307017
221	221	0	0.3524069028156221	2.4784020934786115	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.724	937	695	561	561	717	661	623	673	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0688	adam	5	+accuracy	0.9755383895131086	2539.716	159.0	4	937	647	561	561	561	425	623	561	0.08663795182432575	0	0.32697547683923706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.31562500681196
222	222	2	0.3732970027247957	1.6369248458317347	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2												linear					bag_of_word_counts	classifier	2540.18	1159	997	693	561	561	661	1093	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0182	adam	5	+accuracy	0.9021535580524344	2540.18	324.0	6	1159	997	561	561	561	561	561	561	0.30075693713703405	0	0.3496821071752952	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0070712600435527
223	223	6	0.2606721162579473	4678.016091264997	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6]	189.0		108.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.824	603	561	561	647	601	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0977	adam	5	+accuracy	0.2676732209737828	2546.744	52.0	10	603	561	561	647	319	561	561	549	941.5463330397445	0	0.2515894641235241	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10067.687406975883
224	224	7	0.3651226158038147	3.5707492794309346	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.3												linear					bag_of_word_counts	classifier	2539.164	569	1167	673	561	561	643	1001	743	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0518	adam	5	+accuracy	0.826310861423221	2539.164	638.0	11	561	607	561	561	561	561	571	651	0.5851975719440966	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.100066157749722
225	225	1	0.3851044504995459	1.4247241973876954	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear					bag_of_word_counts	classifier	2543.664	561	721	683	561	561	561	625	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0068	adam	5	+accuracy	0.8297050561797753	2543.66	307.0	5	561	721	571	561	561	561	561	561	0.5662883289074631	0	0.36239782016348776	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5284004143306194
226	226	7	0.35967302452316074	4.312507016318185	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.268	561	717	683	691	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.068	adam	5	+accuracy	0.7714185393258427	2540.268	734.0	11	561	561	561	561	561	561	561	18	0.9860847204477152	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.1896675654820035
227	227	3	0.3505903723887375	4.625084332057408	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1												linear					bag_of_word_counts	classifier	2542.276	561	561	561	1029	561	759	1035	721	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0998	adam	5	+accuracy	0.8913857677902621	2542.276	363.0	7	561	561	561	561	561	561	571	657	0.3930451109419378	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.263284192766463
228	228	1	0.4123524069028156	1.3250517998422895	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.548	695	571	561	561	561	661	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.012	adam	5	+accuracy	0.9224016853932584	2543.544	19.0	5	695	571	561	561	10	479	561	10	0.24626608653349824	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.370048373086112
229	229	0	0.3478655767484105	2.8243297713143485	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear					bag_of_word_counts	classifier	2545.616	561	689	561	561	681	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0873	adam	5	+accuracy	0.7150046816479401	2545.616	287.0	4	561	689	561	299	587	561	561	561	1.2940168423710692	0	0.3278837420526794	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.450174910681588
230	230	4	0.3605812897366031	3.6681607927594873	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0												linear					bag_of_word_counts	classifier	2540.012	561	1029	689	571	571	561	723	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0816	adam	5	+accuracy	0.99625468164794	2540.012	509.00000000000006	8	561	561	10	561	561	561	723	561	0.020712615336092668	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.166677222933088
231	231	0	0.4114441416893733	1.3024734122412545	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.48	561	571	571	617	561	561	561	595	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0224	adam	5	+accuracy	0.9559925093632958	2543.48	20.0	4	561	571	571	213	561	561	561	595	0.14122024976582118	0	0.3533151680290645	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9651492391313825
232	232	0	0.4132606721162579	1.315205672809056	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2542.9120000000007	561	571	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0304	adam	5	+accuracy	0.9634831460674156	2542.908	15.000000000000002	4	561	571	561	561	561	561	561	561	0.11747826764199618	0	0.3442325158946412	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.424075715882437
