	C	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.architecture.embedding_dim	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	random_state	solver	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
40	0.7157687361955222	0				0.3551316984559492		0.3033605812897366			8544					glove										logistic regression											l1	69670.0	liblinear		0.004483152254938988														1.504465103149414																
41	0.5288245792805706	1				0.35603996366939145		0.3678474114441417			8544					glove										logistic regression											l2	63113.0	liblinear		0.00011648599467623125														1.1047110557556152																
42	0.07371925530787637	2				0.3133514986376022		0.3505903723887375			8544					glove										logistic regression											l2	82500.0	liblinear		0.0005565653304227995														0.6233758926391602																
43	0.4115967912024781	3				0.3696639418710264		0.2579473206176203			8544					glove										logistic regression											l2	68672.0	liblinear		0.007186739583255008														0.6990249156951904																
44	0.8522686832597971	4				0.3732970027247957		0.368755676657584			8544					glove										logistic regression											l2	80496.0	liblinear		0.004989068049599813														0.7345359325408936																
45	0.6383890215450109	5				0.3206176203451408		0.3760217983651226			8544					glove										logistic regression											l1	15557.0	liblinear		0.0004434258819136839														0.7083799839019775																
46	0.8782166999379151	6				0.3079019073569482		0.3188010899182561			8544					glove										logistic regression											l2	50797.0	liblinear		0.0005879284274358368														0.9123489856719972																
47	0.5835800401161375	7				0.36603088101725706		0.3941871026339691			8544					glove										logistic regression											l1	54479.0	liblinear		0.0005740426960071263														3.179096937179565																
48	0.3696401837768567	8				0.3051771117166213		0.3878292461398729			8544					glove										logistic regression											l1	85616.0	liblinear		0.00214768328534661														2.182623147964477																
49	0.4061967948134082	9				0.3823796548592189		0.3578564940962761			8544					glove										logistic regression											l1	89541.0	liblinear		0.003114047240566811														2.8472270965576167																
