	Unnamed: 0	Unnamed: 0.1	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.attention_similarity.type	model.classifier.activations	model.classifier.dropout	model.classifier.hidden_dims	model.classifier.input_dim	model.classifier.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.dropout	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.encoder.architecture.type	model.encoder.bidirectional	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.ignore_edges	model.inference_encoder.bidirectional	model.inference_encoder.hidden_size	model.inference_encoder.input_size	model.inference_encoder.num_layers	model.inference_encoder.type	model.initializer	model.output_feedforward.activations	model.output_feedforward.dropout	model.output_feedforward.hidden_dims	model.output_feedforward.input_dim	model.output_feedforward.num_layers	model.output_logit.activations	model.output_logit.hidden_dims	model.output_logit.input_dim	model.output_logit.num_layers	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.projection_feedforward.activations	model.projection_feedforward.hidden_dims	model.projection_feedforward.input_dim	model.projection_feedforward.num_layers	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss
6	6		9	0.6656441717791411	0.6368349841455134	500.0	500.0	10000	True	single_id	[]	entailment_tuple	28		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												136.0	edges	['tanh', 'linear']	['0.1608333898054327', '0.0']	[213, 2]	1132.0	2.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'tanh', 'linear']	['0.15156123652577574', '0.15156123652577574', '0.15156123652577574', '0']	[111, 111, 111, 2]	376.0	4.0	False	498.0	94.0	3.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	94.0	False	embedding	tree_attention	False	3207.6079999999997	5953	7409	4587	4581	6331.0	3997.0	2379.0	3157.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.57205751692737		0.5			exponential	140		0.007685159652303285	adam	20	+accuracy	0.7326493407385424	3207.6079999999997	2102.0	28	5953	6381	4587	4581	3015.0	1867.0	2379.0	1817.0	0.5561081695758691	0	0.6533742331288344	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6461979492408473
7	7		9	0.7047546012269938	0.58159285329464	500.0	500.0	10000	True	single_id	[]	entailment_tuple	28		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												122.0	edges	['tanh', 'tanh', 'linear']	['0.31500552308013197', '0.31500552308013197', '0.0']	[399, 399, 2]	430.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'relu', 'linear']	['0.1836819202776372', '0.1836819202776372', '0.1836819202776372', '0']	[323, 323, 323, 2]	1168.0	4.0	True	77.0	292.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	292.0	False	embedding	tree_attention	False	3190.972	5177	8089	6739	5861	4787.0	3301.0	2919.0	4449.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.730667387794336		0.5			exponential	140		1.6484785672106973e-05	adam	20	+accuracy	0.75995251621656	3190.972	2196.0	28	5177	8089	6739	5861	2719.0	3301.0	1787.0	4449.0	0.4909152929762662	0	0.7039877300613497	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5799772359612512
8	8		7	0.75920245398773	0.5594009155543839	500.0	500.0	10000	True	single_id	[]	entailment_tuple	26		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												246.0	edges	['tanh', 'tanh', 'linear']	['0.3308790466122902', '0.3308790466122902', '0.0']	[455, 455, 2]	1008.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'linear']	['0.41973812747111433', '0.41973812747111433', '0']	[180, 180, 2]	864.0	3.0	False	381.0	216.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	216.0	False	embedding	tree_attention	False	3196.3720000000003	4271	7953	4587	5669	4277.0	2441.0	2071.0	5975.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		7.153123384106027		0.5			exponential	140		0.00017519665789224922	adam	20	+accuracy	0.8260906431508882	3196.3720000000003	1848.0	26	4271	7953	4587	5669	3541.0	1619.0	1401.0	5975.0	0.3807358687560437	0	0.7507668711656442	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5624999751041575
9	9		4	0.7553680981595092	0.5537189288382851	500.0	500.0	10000	True	single_id	[]	entailment_tuple	23		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												190.0	edges	['relu', 'relu', 'linear']	['0.26581184535966573', '0.26581184535966573', '0.0']	[395, 395, 2]	742.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'linear']	['0.34516043773464883', '0.34516043773464883', '0']	[339, 339, 2]	1120.0	3.0	False	276.0	280.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	280.0	False	embedding	tree_attention	False	3204.66	7825	7417	7709	6303	7769.0	3437.0	6651.0	2761.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		5.786541663079559		0.5			exponential	140		0.0013205240806714142	adam	20	+accuracy	0.948658159155467	3204.66	1637.0	23	7825	7417	6545	6303	7769.0	10.0	6651.0	2761.0	0.14560229019384233	0	0.7308282208588958	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7657350670637154
10	10		2	0.7898773006134969	0.4644488067161746	500.0	500.0	10000	True	single_id	[]	entailment_tuple	21		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												127.0	edges	['tanh', 'linear']	['0.4533759691257268', '0.0']	[419, 2]	1059.0	2.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'linear']	['0.08398794851291358', '0']	[145, 2]	276.0	2.0	True	233.0	69.0	1.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	69.0	False	embedding	tree_attention	False	3189.452	4605	7953	4587	5669	6197.0	2131.0	1705.0	5975.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		8.445881096126294		0.5			exponential	140		0.0013750714618998635	adam	20	+accuracy	0.9437401958706066	3189.452	1427.0	21	4605	7953	4587	5669	6197.0	2131.0	1705.0	3271.0	0.1562116087521663	0	0.7607361963190185	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6837539237174319
11	11		3	0.6449386503067485	0.6255499800530876	500.0	500.0	10000	True	single_id	[]	entailment_tuple	22		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												211.0	edges	['relu', 'relu', 'linear']	['0.2723531110570948', '0.2723531110570948', '0.0']	[138, 138, 2]	1803.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'relu', 'linear']	['0.189965372932329', '0.189965372932329', '0.189965372932329', '0']	[268, 268, 268, 2]	668.0	4.0	True	398.0	167.0	1.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	167.0	False	embedding	tree_attention	False	3203.8	5953	7417	5295	6303	4181.0	3709.0	5579.0	2763.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.543047488716407		0.5			exponential	140		6.265320111550593e-06	adam	20	+accuracy	0.7036079196167381	3203.8	1586.0	22	4587	7417	5295	6303	4181.0	2373.0	5579.0	2763.0	0.5623109884585364	0	0.63420245398773	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6277852414584741
12	12		30	0.7154907975460123	0.5904912932253465	500.0	500.0	10000	True	single_id	[]	entailment_tuple	49		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												94.0	edges	['tanh', 'linear']	['0.01545200744590991', '0.0']	[350, 2]	544.0	2.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'linear']	['0.16098513476954607', '0']	[141, 2]	744.0	2.0	False	225.0	186.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	186.0	False	embedding	tree_attention	False	3194.0759999999996	4543	8089	6739	5861	4607.0	5031.0	6597.0	3687.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.47485213323232		0.5			exponential	140		0.016754332956573748	adam	20	+accuracy	0.7647856870309917	3194.0759999999996	3277.0	49	4543	8089	6739	5861	4607.0	5031.0	4685.0	3687.0	0.4915111246048394	0	0.7116564417177914	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5915134801733785
13	13		0	0.5038343558282209	5.15320442798661	500.0	500.0	10000	True	single_id	[]	entailment_tuple	19		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												288.0	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.01872939832853804', '0.01872939832853804', '0.01872939832853804', '0.0']	[496, 496, 496, 2]	1964.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'linear']	['0.0765180787024266', '0.0765180787024266', '0']	[112, 112, 2]	604.0	3.0	True	419.0	151.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	151.0	False	embedding	tree_attention	False	3223.5440000000003	5953	6381	5295	5455	3875.0	7591.0	3695.0	2333.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.803715052855656		0.5			exponential	140		0.061190858767540324	adam	20	+accuracy	0.6275914698774748	3223.5440000000003	1555.0	19	5953	6381	5295	5455	2593.0	2865.0	3695.0	2333.0	0.6669644303645118	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.733927862309828
14	14		4	0.7576687116564417	0.5770708210766315	500.0	500.0	10000	True	single_id	[]	entailment_tuple	23		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												294.0	edges	['relu', 'relu', 'linear']	['0.4043475516599', '0.4043475516599', '0.0']	[496, 496, 2]	2042.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'tanh', 'linear']	['0.1204584348913818', '0.1204584348913818', '0.1204584348913818', '0']	[150, 150, 150, 2]	500.0	4.0	True	437.0	125.0	3.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	125.0	False	embedding	tree_attention	False	3279.14	5953	7409	4587	7721	6331.0	3997.0	2701.0	5673.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		8.611269451341101		0.5			exponential	140		0.0013349662971335614	adam	20	+accuracy	0.9477678382159664	3279.14	2145.0	23	5953	7409	4587	4579	10.0	3997.0	2071.0	3157.0	0.1392122150401948	0	0.7430981595092024	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.9748397369119453
15	15		0	0.4961656441717792	0.846865846253023	500.0	500.0	10000	True	single_id	[]	entailment_tuple	19		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												159.0	edges	['tanh', 'tanh', 'linear']	['0.4854788606315942', '0.4854788606315942', '0.0']	[92, 92, 2]	1447.0	3.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'tanh', 'linear']	['0.4446195806486428', '0.4446195806486428', '0.4446195806486428', '0']	[267, 267, 267, 2]	812.0	4.0	True	322.0	203.0	3.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	203.0	False	embedding	tree_attention	False	3211.788	3929	8089	6739	5861	2285.0	6769.0	7383.0	4363.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		5.893594927114345		0.5			exponential	140		0.005346204833366329	adam	20	+accuracy	0.6353923771569084	3211.788	1706.0	19	3929	8089	6739	5861	2285.0	2987.0	1905.0	4363.0	0.6481596979246301	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7210621779284826
16	16		3	0.7569018404907976	0.5361895891951352	500.0	500.0	10000	True	single_id	[]	entailment_tuple	22		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												231.0	edges	['relu', 'linear']	['0.026779722996214783', '0.0']	[134, 2]	1279.0	2.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'relu', 'linear']	['0.23905549482167876', '0.23905549482167876', '0.23905549482167876', '0']	[399, 399, 399, 2]	904.0	4.0	True	262.0	226.0	1.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	226.0	False	embedding	tree_attention	False	3192.792	5177	8089	6739	5861	4787.0	2729.0	2825.0	4449.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.489401911576918		0.5			exponential	140		0.0004459050561703134	adam	20	+accuracy	0.8972315258405054	3192.792	1576.0	22	5177	8089	6739	5861	4787.0	2729.0	2177.0	4449.0	0.2389374637187032	0	0.7392638036809815	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6247559979376269
17	17		0	0.4961656441717792	1.1078870701717167	500.0	500.0	10000	True	single_id	[]	entailment_tuple	19		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												283.0	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.1757669843140397', '0.1757669843140397', '0.1757669843140397', '0.0']	[306, 306, 306, 2]	665.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'linear']	['0.3136106460190343', '0']	[250, 2]	1036.0	2.0	False	191.0	259.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	259.0	False	embedding	tree_attention	False	3193.632	3929	7901	7395	4473	4893.0	3817.0	6093.0	7369.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		6.831157087457428		0.5			exponential	140		0.005595005344004689	adam	20	+accuracy	0.6346716411582651	3193.632	1346.0	19	3929	7901	6131	4473	10.0	3817.0	6093.0	7369.0	0.6449758998620309	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7126611362143259
18	18		2	0.7538343558282209	0.5199205253909274	500.0	500.0	10000	True	single_id	[]	entailment_tuple	21		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												260.0	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.19939455160978242', '0.19939455160978242', '0.19939455160978242', '0.0']	[403, 403, 403, 2]	1212.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'linear']	['0.31873753830288276', '0.31873753830288276', '0']	[365, 365, 2]	596.0	3.0	False	476.0	149.0	3.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	149.0	False	embedding	tree_attention	False	3222.972	5713	7953	7535	5669	4127.0	2437.0	4063.0	3083.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.756585515940627		0.5			exponential	140		0.00032877639180000176	adam	20	+accuracy	0.8460168737016153	3222.972	1686.0	21	5713	7953	3451	5669	4127.0	2437.0	3559.0	3083.0	0.3454108991057186	0	0.7285276073619632	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5715854820318338
19	19		27	0.7177914110429447	0.5759580778639491	500.0	500.0	10000	True	single_id	[]	entailment_tuple	46		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												141.0	edges	['relu', 'relu', 'relu', 'linear']	['0.3231793969052401', '0.3231793969052401', '0.3231793969052401', '0.0']	[340, 340, 340, 2]	745.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'tanh', 'tanh', 'linear']	['0.13202469219327773', '0.13202469219327773', '0.13202469219327773', '0']	[333, 333, 333, 2]	784.0	4.0	False	302.0	196.0	1.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	196.0	False	embedding	tree_attention	False	3197.224	5177	8089	6739	5861	4787.0	2729.0	6115.0	6655.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		7.872684796698482		0.5			exponential	140		3.612446981603353e-05	adam	20	+accuracy	0.7676262347903506	3197.224	3114.0	46	5177	8089	6739	5861	4787.0	1555.0	2179.0	4449.0	0.4723780118535131	0	0.7147239263803681	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.572505727592038
20	20		8	0.7085889570552147	0.573395323644324	500.0	500.0	10000	True	single_id	[]	entailment_tuple	27		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												289.0	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.44504477035338585', '0.44504477035338585', '0.44504477035338585', '0.0']	[81, 81, 81, 2]	1333.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'relu', 'relu', 'linear']	['0.28724181165514023', '0.28724181165514023', '0.28724181165514023', '0']	[305, 305, 305, 2]	692.0	4.0	True	261.0	173.0	2.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	173.0	False	embedding	tree_attention	False	3201.4440000000004	7491	8089	6739	5861	5353.0	7461.0	4861.0	6457.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.619751576602614		0.5			exponential	140		0.005099754078545074	adam	20	+accuracy	0.7549073642260568	3201.4440000000004	2170.0	27	7491	8089	6739	5861	5353.0	7461.0	4861.0	5377.0	0.4921240554169073	0	0.7016871165644172	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.585552861959469
21	21		5	0.4984662576687117	0.7011768349060198	500.0	500.0	10000	True	single_id	[]	entailment_tuple	24		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												243.0	edges	['relu', 'linear']	['0.07670259580267758', '0.0']	[468, 2]	607.0	2.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['tanh', 'linear']	['0.46392365286035103', '0']	[239, 2]	280.0	2.0	True	91.0	70.0	3.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	70.0	False	embedding	tree_attention	False	3190.812	4543	8089	6739	5861	4787.0	1997.0	2825.0	2335.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		5.9685177136908045		0.5			exponential	140		1.9603273393487708e-06	adam	20	+accuracy	0.6348412260991224	3190.812	2003.0	24	4543	8089	6739	5861	4787.0	1997.0	2825.0	2335.0	0.64449192974527	0	0.4976993865030675	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7011535483889464
22	22		38	0.6932515337423313	0.6113338812095362	500.0	500.0	10000	True	single_id	[]	entailment_tuple	57		16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket											dot_product												220.0	edges	['relu', 'relu', 'relu', 'linear']	['0.31510734554398706', '0.31510734554398706', '0.31510734554398706', '0.0']	[263, 263, 263, 2]	1800.0	4.0	DGEM						False						[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]										['relu', 'linear']	['0.1873070389133607', '0']	[184, 2]	400.0	2.0	True	395.0	100.0	1.0	lstm											300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	100.0	False	embedding	tree_attention	False	3195.336	4543	8089	6739	5861	5603.0	5031.0	6597.0	3687.0		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv		/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0		9.581154724921266		0.5			exponential	140		0.009663730479473873	adam	20	+accuracy	0.7424852673082629	3195.336	3935.0000000000014	57	4543	8089	6739	5861	5603.0	10.0	4685.0	3687.0	0.5185620015404993	0	0.6779141104294478	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6124914553834171
