Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
300	9	0.7775229357798165	0.4799281678029469	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.3												linear					bag_of_word_counts	classifier	2502.024	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0074594231144360324	adam	10	+accuracy	0.9598265895953756	2502.024	679.0	18	561	561	561	561	561	561	561	561	0.1849319392984564	0	0.7740825688073395	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.47943186547075
301	4	0.7821100917431193	0.7383496676172528	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.1		meanpool		True		343.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2511.856	713	647	745	703	837	817	701	1179	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0024061257571994987	adam	10	+accuracy	0.9979768786127168	2511.8360000000002	33.0	13	713	647	745	10	837	817	701	391	0.00685910162600604	0	0.7740825688073395	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4524171607834953
302	5	0.7442660550458715	0.534819918019431	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	137.0		183.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2500.3920000000003	641	589	649	701	671	679	719	625	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00016925791105185838	adam	10	+accuracy	0.9309248554913296	2500.3920000000003	34.0	14	641	589	649	701	671	679	719	625	0.22315016984939576	0	0.7282110091743119	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5386524157864707
303	19	0.7293577981651376	0.6331138014793396	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	28	64	basic	0.1												linear					bag_of_word_counts	classifier	2502.452	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0003021145791408279	adam	10	+accuracy	0.8624277456647399	2502.452	1034.0	28	561	561	561	561	561	561	561	561	0.5851766911419956	0	0.7282110091743119	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6326470119612557
304	0	0.5091743119266054	0.8063800845827375	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.228	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.1489640065749677e-06	adam	10	+accuracy	0.5184971098265896	2498.228	17.0	9	573	573	573	573	573	573	573	573	0.7996184793385592	0	0.5091743119266054	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8046070848192487
305	10	0.7064220183486238	0.5859491016183581	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	19	64	basic	0.2		maxpool		True		116.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2502.036	695	1183	711	1279	1121	681	1219	873	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.201632283385253e-05	adam	10	+accuracy	0.6953757225433526	2502.036	57.0	19	695	683	661	1279	1121	681	1219	10	0.5922959316860545	0	0.7029816513761468	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5769844268049512
306	6	0.7396788990825688	1.7503481592450822	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	434.0		255.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2504.8920000000003	731	647	591	707	633	635	621	699	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.014466906310857576	adam	10	+accuracy	1.0	2504.8920000000003	34.0	15	687	0	10	707	10	635	621	699	0.0008729815906421705	0	0.7362385321100917	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.939743748732976
307	5	0.7477064220183486	0.5524215123483113	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.3		maxpool		True		314.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2505.712	703	1063	999	681	753	735	919	629	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.510554461079868e-05	adam	10	+accuracy	0.7578034682080925	2505.708	34.0	14	703	299	999	681	0	735	919	10	0.5204669014974074	0	0.731651376146789	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5509195242609296
308	0	0.4908256880733945	0.7891524008342198	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.2960000000003	571	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.984526059741145e-06	adam	10	+accuracy	0.4815028901734104	2498.2960000000003	20.0	9	571	573	573	573	573	573	573	573	0.7888234767046842	0	0.4908256880733945	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7778719024998801
309	8	0.7350917431192661	0.6413510612079075	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.4												linear					bag_of_word_counts	classifier	2506.348	1106	1106	1106	1106	1106	1106	1106	1106	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00036289324542512953	adam	10	+accuracy	0.8141618497109827	2506.348	855.0	17	561	561	561	561	561	561	561	561	0.5934590545567601	0	0.7339449541284404	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6355585966791425
310	3	0.5252293577981652	0.6927961323942456	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.812	573	571	571	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.9916536047271506e-06	adam	10	+accuracy	0.5109826589595375	2498.812	22.0	12	243	571	571	573	573	0	573	573	0.6918164318258112	0	0.5206422018348624	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6925761955124992
311	15	0.7178899082568807	0.6528494358062744	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.2												linear					bag_of_word_counts	classifier	2503.844	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00019248678515670895	adam	10	+accuracy	0.8242774566473988	2503.844	888.0	24	561	561	561	561	561	561	561	561	0.622494387626648	0	0.7178899082568807	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6520720805440631
312	2	0.4919724770642202	0.7051326675074441	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.0679999999998	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.1771266460201308e-06	adam	10	+accuracy	0.5017341040462427	2498.0679999999998	17.0	11	573	453	573	553	573	507	573	573	0.7233842145312916	0	0.4919724770642202	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7044950425624847
313	0	0.7729357798165137	0.4808149061032704	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.9120000000003	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.041395998045661575	adam	10	+accuracy	0.9994219653179192	2498.9120000000003	13.0	9	573	573	573	527	573	303	531	10	0.0025555711408907717	0	0.7259174311926605	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3129379664148604
314	24	0.5814220183486238	0.6909635663032532	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.2												linear					bag_of_word_counts	classifier	2502.3160000000003	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.12323403892777e-05	adam	10	+accuracy	0.5684971098265896	2502.3160000000003	1209.0	33	561	561	561	561	561	149	561	561	0.6894035827029835	0	0.5814220183486238	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6909549278872353
315	5	0.7626146788990825	0.598278569323676	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.2												linear					bag_of_word_counts	classifier	2502.612	561	561	561	561	561	1106	561	1106	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0008581605949602389	adam	10	+accuracy	0.9078034682080924	2502.6079999999997	559.0	14	561	561	561	561	561	561	561	561	0.4735335599292408	0	0.7557339449541285	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5789107084274292
316	12	0.7270642201834863	8.468184096472603	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6]	506.0		293.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2503.728	641	589	649	701	671	679	719	625	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04335112773795408	adam	10	+accuracy	0.9895953757225432	2503.728	45.0	21	10	10	649	701	10	679	10	157	0.016394477134401148	0	0.7259174311926605	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.719807420458112
317	10	0.731651376146789	0.5462320957865033	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	19	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2497.84	573	571	573	573	573	573	571	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0010069416256247195	adam	10	+accuracy	0.8618497109826591	2497.84	33.0	19	573	141	573	573	355	573	10	573	0.4478534530509602	0	0.7270642201834863	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5362491224493299
318	5	0.7763761467889908	0.4848979903118951	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.1												linear					bag_of_word_counts	classifier	2503.06	1651	1651	1651	1651	1651	1651	1651	1651	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008507767455267387	adam	10	+accuracy	0.9869942196531792	2503.06	1344.0	14	1649	1651	1649	1651	1649	1651	1651	1651	0.12757681784304706	0	0.7729357798165137	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.489176122205598
319	1	0.6146788990825688	0.6924792017255511	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.2		meanpool		True		467.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2539.1639999999998	1127	761	765	835	1175	657	1085	797	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.2410208168138388e-06	adam	10	+accuracy	0.5265895953757226	2539.16	46.0	10	1127	761	0	0	1175	0	1085	0	0.6912876671010798	0	0.5126146788990825	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6911674950804029
320	9	0.6479357798165137	0.6663604506424495	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	426.0		431.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2507.3720000000003	623	715	653	629	693	729	643	755	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.1593845634348668e-06	adam	10	+accuracy	0.6627167630057803	2507.3720000000003	39.0	18	589	651	653	10	201	457	643	755	0.6651136864315379	0	0.6399082568807339	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6637132295540401
321	17	0.5137614678899083	0.693204287971769	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.4												linear					bag_of_word_counts	classifier	2505.8720000000003	561	561	561	561	561	1106	561	1106	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.122991701567484e-06	adam	10	+accuracy	0.5286127167630058	2505.8720000000003	979.0	26	561	561	561	561	561	561	561	561	0.6923640749671243	0	0.5137614678899083	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6931904086044857
322	0	0.7752293577981652	0.4750165981905801	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2497.984	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.026652495643182863	adam	10	+accuracy	1.0	2497.984	18.0	9	573	573	573	573	147	573	573	573	0.0009642271832986313	0	0.7408256880733946	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.9966111481189728
323	19	0.7603211009174312	0.5465504058769771	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	28	64	basic	0.3		maxpool		True		511.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2509.14	795	1171	801	703	837	841	701	1179	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00032664185743335724	adam	10	+accuracy	0.8765895953757226	2509.14	79.0	28	795	623	773	665	837	659	175	931	0.30567019798538897	0	0.7591743119266054	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.54877627321652
324	0	0.5412844036697247	0.6919832016740527	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0		maxpool		True		444.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2508.072	669	853	829	727	917	861	1195	795	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.783151151227528e-06	adam	10	+accuracy	0.5326589595375723	2508.072	25.0	9	653	853	829	10	917	861	1195	795	0.6860497572205283	0	0.5389908256880734	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6855059862136841
325	6	0.7694954128440367	0.7759888172149658	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.1		maxpool		True		165.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2505.744	699	965	837	757	837	675	783	1127	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.030509471320307343	adam	10	+accuracy	0.9997109826589596	2505.744	45.0	15	699	607	387	10	837	675	783	367	0.000886418026956645	0	0.7637614678899083	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3280907486166271
326	13	0.7672018348623854	0.5627477424485343	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.2												linear					bag_of_word_counts	classifier	2502.5679999999998	1651	1651	1651	1651	1651	1651	1651	1651	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0011351413767593818	adam	10	+accuracy	0.9164739884393064	2502.5679999999998	2057.0	22	1651	1649	1651	1651	1651	1651	1651	1651	0.4298462851481004	0	0.7672018348623854	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.559825233050755
327	3	0.7889908256880734	0.505713198866163	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2501.436	571	573	573	573	573	573	571	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.010786210085205236	adam	10	+accuracy	0.995086705202312	2501.436	24.0	12	321	573	573	573	0	573	0	573	0.032419953630729165	0	0.7591743119266054	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6434108487197331
328	6	0.7798165137614679	0.4889819920063019	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.3												linear					bag_of_word_counts	classifier	2501.756	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.012539557605074036	adam	10	+accuracy	0.9676300578034682	2501.752	569.0	15	561	561	561	561	561	561	561	561	0.13610485900532115	0	0.7660550458715596	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4945110423224313
329	7	0.7259174311926605	0.6404459987367902	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.0												linear					bag_of_word_counts	classifier	2504.116	1106	1106	1106	1106	1106	1106	1639	1106	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00029628128396305285	adam	10	+accuracy	0.880635838150289	2504.116	1094.0	16	1106	1106	1106	1106	1106	1106	1106	1106	0.5836877985434099	0	0.7247706422018348	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6327231015477862
330	5	0.7878440366972477	0.566963010600635	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.4		maxpool		True		450.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.5879999999997	1271	1183	711	1225	945	665	993	681	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0006739929332362887	adam	10	+accuracy	0.9806358381502891	2527.58	55.0	14	1271	1183	711	1225	945	665	939	661	0.06676888235590675	0	0.7740825688073395	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.004740787403924
331	25	0.5458715596330275	0.6804409537996564	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	34	64	basic	0.0		final_state		True		229.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2512.7960000000003	1127	853	829	835	1175	897	1195	797	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	9.616599761354397e-06	adam	10	+accuracy	0.5554913294797688	2512.792	107.0	34	1127	741	0	0	1175	657	1085	797	0.6818300973285328	0	0.5458715596330275	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6803838227476392
332	12	0.5584862385321101	0.6912975013256073	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.2												linear					bag_of_word_counts	classifier	2503.016	1651	1651	1651	1651	1651	1651	1651	1651	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.713774211112655e-06	adam	10	+accuracy	0.5823699421965318	2503.016	1969.0	21	1651	1649	1651	1651	1651	1649	1651	1649	0.6889385190877048	0	0.5573394495412844	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6912059783935547
333	13	0.6594036697247706	0.6658884329455239	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.636	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00016689209558510686	adam	10	+accuracy	0.5846820809248555	2498.6279999999997	36.0	22	10	573	573	241	573	231	573	213	0.671319060975855	0	0.6594036697247706	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6650378278323582
334	0	0.7889908256880734	0.4802659813846861	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2503.864	571	573	573	573	573	573	571	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.03715390272648687	adam	10	+accuracy	1.0	2503.8520000000003	18.0	9	189	573	573	573	0	573	571	573	0.00044293362985957764	0	0.7385321100917431	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.13136397089277
335	0	0.7786697247706422	0.4789029083081654	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2498.132	573	571	573	573	573	573	571	573	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04559589788437902	adam	10	+accuracy	1.0	2498.132	12.0	9	573	571	573	573	573	573	571	10	0.0003091846677390012	0	0.7247706422018348	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3224272855690546
336	14	0.6961009174311926	0.6507464902741569	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	23	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6]	462.0		134.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2501.02	711	727	701	723	669	653	673	681	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.1645799544654016e-06	adam	10	+accuracy	0.661849710982659	2501.02	44.0	23	711	0	639	705	669	653	18	681	0.6509579149159518	0	0.6915137614678899	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6497607699462346
337	6	0.536697247706422	0.6915058195590973	False	3460	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.4												linear					bag_of_word_counts	classifier	2505.504	1106	1106	1106	1106	1106	1106	1106	1106	/home/suching/reproducibility/data/sst2/train_3460.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.8235678008525316e-06	adam	10	+accuracy	0.5375722543352601	2505.504	1031.0	15	1106	1106	1106	1106	1106	1106	1106	1106	0.6911666729233482	0	0.533256880733945	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6912755412714822
