	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
89	20	0.3079019073569482	626649.9973214286	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	24	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	402		223.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.336	553	601	729	553	809	717	601	737	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0856	adam	5	+accuracy	0.965	2497.336	00:00:24	24	121	601	729	553	697	621	601	553	9555.57924107143	0	0.26248864668483196	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	893304.1491071428
90	1	0.27157129881925524	2.566783700670515	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.712	593	651	799	551	439	659	771	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0938	adam	5	+accuracy	1.0	2484.712	00:00:04	5	593	651	725	235	413	659	771	743	1.077141080583845e-06	0	0.254314259763851	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.770490230832781
91	5	0.26612170753860126	19.79117456163679	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	141		64.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.364	553	553	677	855	553	551	551	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0232	adam	5	+accuracy	0.96	2497.348	00:00:10	9	553	553	677	855	553	551	551	553	1.396553322672844	0	0.25522252497729336	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	52.1243219103132
92	1	0.27520435967302453	1.7074036121368408	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2485.352	615	901	653	551	641	767	711	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0355	adam	5	+accuracy	1.0	2485.352	00:00:05	5	615	901	653	551	641	767	711	601	3.2610126904078894e-05	0	0.2633969118982743	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2195595673152377
93	2	0.26975476839237056	2.664105176925659	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.952	619	593	789	671	553	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0482	adam	5	+accuracy	1.0	2484.952	00:00:05	6	619	593	577	671	0	601	601	601	6.792800767081124e-06	0	0.26067211625794734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.065941572189331
94	1	0.27520435967302453	2.085077364104135	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.892	743	855	553	551	601	315	593	367	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.05	adam	5	+accuracy	1.0	2484.868	00:00:04	5	743	855	553	551	601	253	593	313	2.957667623247419e-05	0	0.2134423251589464	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.036351837430682
95	10	0.3224341507720254	2.7258239235196795	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.3												linear				bag_of_word_counts	classifier	2481.62	743	881	553	739	909	757	741	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0974	adam	5	+accuracy	0.98	2481.092	00:00:59	14	553	0	553	0	297	395	641	481	0.05550577970487731	0	0.3079019073569482	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.802568166596549
96	6	0.28701180744777477	1.5709779058183944	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.4												linear				bag_of_word_counts	classifier	2481.724	553	553	667	553	601	761	757	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0037	adam	5	+accuracy	0.935	2481.724	00:01:12	10	209	18	551	553	549	601	601	601	0.7805996366909572	0	0.2815622161671208	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5711457524980819
97	9	0.26793823796548594	4.294019385746547	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.0		meanpool		True		110.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2489.084	601	619	809	761	705	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0547	adam	5	+accuracy	1.0	2489.084	00:00:15	13	343	619	809	761	323	707	551	351	0.0004784400974001203	0	0.2615803814713896	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.527391338348389
98	4	0.2924613987284287	3.8525640215192523	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.016	629	739	553	593	771	553	675	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0456	adam	5	+accuracy	1.0	2486.016	00:00:08	8	313	739	553	593	771	215	675	741	1.3985804149082729e-05	0	0.28792007266121705	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.311269780567714
99	2	0.26248864668483196	1594.8880074637277	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	471		84.0	cnn	seq2vec	300.0	True	embedding	classifier	2515.512	529	717	601	909	623	793	551	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0773	adam	5	+accuracy	0.7	2515.512	00:00:07	6	475	717	601	909	405	793	551	1007	845.5254974365234	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8234.001715959821
100	7	0.254314259763851	3032.378254045759	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6]	352		474.0	cnn	seq2vec	300.0	True	embedding	classifier	2494.972	743	855	553	551	601	755	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.04	adam	5	+accuracy	0.94	2494.968	00:00:10	11	743	855	553	551	601	385	0	441	164.37018203735352	0	0.16167120799273388	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7519.434388950893
101	1	0.28792007266121705	2.3079495089394704	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.892	865	619	809	785	623	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0781	adam	5	+accuracy	1.0	2483.888	00:00:05	5	865	157	10	785	623	10	551	601	2.032092639378139e-05	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.815967110225133
102	6	0.28792007266121705	2.1330578667776927	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3												linear				bag_of_word_counts	classifier	2480.792	865	717	809	785	705	793	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0626	adam	5	+accuracy	0.99	2480.788	00:00:34	10	865	537	495	301	623	519	551	229	0.03783077959503446	0	0.27157129881925524	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.198413906778608
103	1	0.2579473206176203	1.819898762021746	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4		attention		True		133.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2492.432	713	553	351	663	601	553	669	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0716	adam	5	+accuracy	0.405	2492.424	00:00:06	5	535	553	271	663	601	553	563	551	1.4550412722996302	0	0.22343324250681199	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8236708845411027
104	2	0.26975476839237056	2.6852079595838276	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		meanpool		True		376.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2520.84	615	901	653	551	641	767	711	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0954	adam	5	+accuracy	0.375	2520.84	00:00:09	6	615	901	653	551	641	767	711	0	1.7357679094587053	0	0.24250681198910082	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.5093333789280483
105	9	0.2688465031789282	4.113475922175816	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.3		maxpool		True		160.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2491.052	553	601	553	601	593	757	641	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0778	adam	5	+accuracy	0.935	2491.052	00:00:14	13	553	257	553	225	519	551	641	729	0.15177073436123983	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.274722106116158
106	4	0.25522252497729336	2.4783471414021085	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.2												linear				bag_of_word_counts	classifier	2481.368	553	553	677	855	553	551	757	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0947	adam	5	+accuracy	1.0	2481.364	00:01:05	8	551	553	295	553	553	551	735	553	0.026431114811982428	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.600451169695173
107	2	0.28337874659400547	2.001600251879011	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2487.896	601	601	703	593	695	415	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0268	adam	5	+accuracy	1.0	2487.896	00:00:07	6	601	0	10	593	695	365	641	553	6.262106554848807e-05	0	0.259763851044505	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.0079870973314558
108	5	0.2779291553133515	2.375436098234994	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3												linear				bag_of_word_counts	classifier	2480.98	759	553	729	1011	809	841	553	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0834	adam	5	+accuracy	0.995	2480.976	00:00:44	9	553	553	451	191	809	163	553	505	0.03185718134045601	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3809123482022967
109	1	0.26430517711171664	2.177195402554103	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		final_state		True		162.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2492.88	693	553	553	551	693	553	529	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0212	adam	5	+accuracy	0.585	2492.872	00:00:08	5	693	553	553	551	693	553	455	553	0.9390304088592529	0	0.23069936421435058	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.398776081630162
110	1	0.28065395095367845	2.4473401512418476	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2488.656	551	553	551	553	557	761	719	593	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0657	adam	5	+accuracy	1.0	2488.656	00:00:05	5	551	553	551	553	517	761	719	593	3.290602139064244e-05	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.3961044039045065
111	0	0.26248864668483196	2.2704438175473896	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		maxpool		True		262.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2511.668	553	553	553	733	721	553	779	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0207	adam	5	+accuracy	0.36	2511.668	00:00:06	4	185	553	553	171	18	553	779	553	1.5341009923389979	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7880623987742832
112	1	0.26248864668483196	1.6040320771081107	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.388	601	549	667	593	695	601	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0002	adam	5	+accuracy	0.28	2484.388	00:00:05	5	193	511	573	193	175	601	153	553	1.596323813710894	0	0.26248864668483196	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.602843505995614
113	3	0.28065395095367845	3.612186438696725	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.948	681	601	601	549	865	577	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0691	adam	5	+accuracy	1.0	2486.944	00:00:06	7	0	601	601	519	865	515	593	553	6.924782480512346e-05	0	0.2706630336058129	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.552392101287841
114	1	0.30154405086285196	2.0699059520448957	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.108	553	601	729	553	697	621	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0608	adam	5	+accuracy	1.0	2484.104	00:00:05	5	0	601	729	553	697	561	601	553	1.84476375579834e-05	0	0.26975476839237056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.248157780511039
115	2	0.3178928247048138	1.6183951445988247	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.672	593	379	553	551	551	593	385	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0097	adam	5	+accuracy	1.0	2483.672	00:00:06	6	593	329	553	551	551	593	329	553	0.0202984128679548	0	0.2761126248864669	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8479815176555088
116	1	0.26612170753860126	5.615100230489459	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		maxpool		True		363.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2523.432	743	855	553	551	601	755	593	523	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0708	adam	5	+accuracy	0.245	2523.424	00:00:08	5	743	855	553	551	601	387	0	443	2.4035860810961043	0	0.25158946412352406	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.73588787487575
117	0	0.2815622161671208	1.7912744998931884	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear				bag_of_word_counts	classifier	2483.364	551	553	553	613	595	781	1011	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0972	adam	5	+accuracy	0.955	2483.364	00:00:29	4	551	553	553	459	181	709	1011	553	0.12308827947293009	0	0.26793823796548594	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.451437595912388
118	1	0.2851952770208901	1.8021814720971243	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear				bag_of_word_counts	classifier	2479.384	553	553	677	855	553	551	551	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0639	adam	5	+accuracy	1.0	2479.368	00:00:43	5	0	553	667	553	553	551	0	553	0.024300533745970045	0	0.26975476839237056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0536255495888844
119	16	0.2724795640326976	775095.8973214285	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	20	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	391		258.0	cnn	seq2vec	300.0	True	embedding	classifier	2494.936	745	739	553	601	771	593	1027	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0988	adam	5	+accuracy	0.965	2494.936	00:00:24	20	745	601	553	601	659	0	1027	741	12445.28529575893	0	0.2615803814713896	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1980472.8125
120	10	0.29064486830154407	2.4207048109599523	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.2												linear				bag_of_word_counts	classifier	2489.74	553	553	677	855	601	761	735	593	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0832	adam	5	+accuracy	0.985	2489.164	00:01:38	14	551	553	551	553	601	0	719	593	0.03192423975893429	0	0.27883742052679383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4433892726898194
121	2	0.259763851044505	2.283745540891375	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4		maxpool		True		420.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2499.96	565	601	553	603	833	601	713	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0318	adam	5	+accuracy	0.925	2499.952	00:00:07	6	477	601	553	331	205	601	713	553	0.20174871597971236	0	0.20435967302452315	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4168591499328613
122	4	0.29791099000908267	1.5841473306928362	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.308	553	601	553	601	593	757	641	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0014	adam	5	+accuracy	0.63	2483.304	00:00:08	8	553	601	553	601	0	18	641	201	1.2388643707547868	0	0.2779291553133515	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5654079505375453
123	9	0.3260672116257947	1.5839630569730485	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.4												linear				bag_of_word_counts	classifier	2480.752	771	601	553	765	833	709	1011	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0064	adam	5	+accuracy	0.96	2480.752	00:01:04	13	747	553	553	611	601	553	593	217	0.4201306871005467	0	0.3169845594913715	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.591833918435233
124	2	0.24977293369663942	2.1381012984684538	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		maxpool		True		325.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2493.916	485	553	551	1011	467	715	553	827	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0384	adam	5	+accuracy	0.715	2493.908	00:00:07	6	397	553	551	1011	399	715	553	0	0.6924990500722613	0	0.19709355131698456	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.954826944214957
125	1	0.2888283378746594	1.6498924561909267	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	284		363.0	cnn	seq2vec	300.0	True	embedding	classifier	2496.248	553	553	553	729	721	553	479	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.004	adam	5	+accuracy	1.0	2496.232	00:00:06	5	553	553	271	727	721	553	431	255	0.007885556135858809	0	0.23251589464123523	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.29292915889195
126	10	0.32334241598546776	2.0024851492473057	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.1												linear				bag_of_word_counts	classifier	2479.82	743	699	703	601	695	601	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0607	adam	5	+accuracy	0.995	2479.368	00:00:50	14	227	549	667	235	223	601	203	553	0.021573678191219057	0	0.31607629427792916	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0326719863074167
127	8	0.296094459582198	1358.3607613699776	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6]	509		93.0	cnn	seq2vec	300.0	True	embedding	classifier	2499.112	743	699	687	601	553	593	619	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.051	adam	5	+accuracy	0.93	2499.112	00:00:13	12	743	0	0	601	553	339	619	553	58.587179047720774	0	0.23887375113533152	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7092.266643415179
128	1	0.29336966394187103	1.9968455587114606	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2504.392	681	601	601	471	865	479	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0527	adam	5	+accuracy	1.0	2504.392	00:00:04	5	681	601	601	439	865	447	593	553	7.561913558415004e-05	0	0.24795640326975477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.003511258534023
129	4	0.29427792915531337	1.5896446296146938	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.02	601	619	783	671	705	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0043	adam	5	+accuracy	1.0	2484.0	00:00:07	8	601	619	783	187	705	707	551	601	0.10976493039301463	0	0.28792007266121705	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.674275279045105
130	2	0.2633969118982743	1.9996271882738386	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		final_state		True		106.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2489.696	619	593	577	671	553	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0504	adam	5	+accuracy	0.99	2489.692	00:00:06	6	619	593	487	513	553	601	601	601	0.057307454092161994	0	0.2161671207992734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1660212312425884
131	1	0.26248864668483196	2.5722949743270873	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.34	453	553	553	663	601	553	457	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.07	adam	5	+accuracy	1.0	2486.34	00:00:05	5	403	553	133	663	601	553	413	551	4.240444728306361e-06	0	0.25522252497729336	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.904237965175084
132	0	0.26248864668483196	3.014755400589534	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		maxpool		True		244.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2500.508	551	553	549	553	553	551	757	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0215	adam	5	+accuracy	0.345	2500.508	00:00:07	4	551	553	509	553	553	0	755	553	1.5628162452152796	0	0.23978201634877383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7571377379553659
133	2	0.3060853769300636	1.5729473079953875	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.624	713	601	553	869	639	553	601	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.01	adam	5	+accuracy	1.0	2483.624	00:00:05	6	205	601	553	869	639	553	601	551	0.020440185708659037	0	0.28428701180744775	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8723382132393973
134	9	0.2706630336058129	3.7281085559300013	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.1		attention		True		374.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2496.032	713	553	553	869	639	553	669	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0605	adam	5	+accuracy	0.715	2496.032	00:00:16	13	713	343	553	861	639	553	261	551	1.0527350561959403	0	0.21525885558583105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.675699165889195
135	3	0.29518619436875565	1.5578039067132132	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.06	601	601	703	593	695	593	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0061	adam	5	+accuracy	1.0	2484.052	00:00:05	7	557	601	703	557	569	0	641	553	0.1291613961969103	0	0.2888283378746594	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6678756713867187
